"Nr.";"Uþsakymas(-ai)";"Sàskaitos Nr.";"Mokëtojas / kam iðraðyta";"Apmokëjimøsuma";"Uþsakovas(-ai)";"Iðraðymodata";"Atidejimas";"Apmokëtiiki";"Vëlavimas";"Sumasu PVM";"Valiuta";"SumaEUR";"Suma be PVMEUR";"Apmoketaiðvisosàskaitosvaliuta";"Likoapmokëtisàskaitosvaliuta";"Apmokëtaviso eur";"Likoapmokëtieurais";"Apmokëjimøinfo"
"379";"2024-161";"LOG0005217";;;"UAB Kuehne + Nagel";"2024-03-14";"30";"2024-04-13";" ";"235,95";"EUR";"235,95";"195";"235,95";"0";"235,95";"0";"235.95 EUR 2024-05-29 "
"VISO:";"";"";"";"";"";"";"";"";"";"5445";"";"5445";"4500";"5445";"0";"5445";"0";""
"380";"2024-431";"LOG0005477";"UAB Tempus Trans";;"UAB Tempus Trans";"2024-07-15";"45";"2024-08-29";" ";"1089";"EUR";"1089";"900";"1089";"0";"1089";"0";"1089 EUR 2024-08-30 "
"381";"2024-086";"LOG0005144";;;"UAB Tempus Trans";"2024-02-14";"45";"2024-03-30";" ";"459,8";"EUR";"459,8";"380";"459,8";"0";"459,8";"0";"459.8 EUR 2024-04-02 "
"VISO:";"";"";"";"";"";"";"";"";"";"1548.8";"";"1548.8";"1280";"1548.8";"0";"1548.8";"0";""
"382";"2024-442";"LOG0005488";"UAB Solorsa";;"UAB Solorsa";"2024-07-17";"45";"2024-08-31";" ";"605";"EUR";"605";"500";"605";"0";"605";"0";"605 EUR 2024-08-30 "
"383";"2025-020";"LOG0005843";"UAB RM Cargo Baltic";;"UAB RM Cargo Baltic";"2025-02-21";"30";"2025-03-23";" ";"641,3";"EUR";"641,3";"530";"641,3";"0";"641,3";"0";"641.3 EUR 2025-04-25 "
"384";"2024-637";"LOG0005682";;;"UAB RM Cargo Baltic";"2024-10-10";"30";"2024-11-09";" ";"726";"EUR";"726";"600";"726";"0";"726";"0";"726 EUR 2024-11-29 "
"385";"2024-573";"LOG0005611";;;"UAB RM Cargo Baltic";"2024-09-18";"30";"2024-10-18";" ";"641,3";"EUR";"641,3";"530";"641,3";"0";"641,3";"0";"641.3 EUR 2024-11-08 "
"386";"2024-730";"LOG0005771";;;"UAB RM Cargo Baltic";"2024-11-27";"30";"2024-12-27";" ";"641,3";"EUR";"641,3";"530";"641,3";"0";"641,3";"0";"641.3 EUR 2025-01-23 "
"387";"2025-081";"LOG0005886";;;"UAB RM Cargo Baltic";"2025-05-27";"30";"2025-06-26";" ";"641,3";"EUR";"641,3";"530";"641,3";"0";"641,3";"0";"641.3 EUR 2025-07-09 "
"388";"2024-495";"LOG0005540";;;"UAB RM Cargo Baltic";"2024-08-09";"30";"2024-09-08";" ";"701,8";"EUR";"701,8";"580";"701,8";"0";"701,8";"0";"701.8 EUR 2024-09-26 "
"389";"2024-703";"LOG0005748";;;"UAB RM Cargo Baltic";"2024-11-15";"30";"2024-12-15";" ";"726";"EUR";"726";"600";"726";"0";"726";"0";"726 EUR 2025-01-23 "
"VISO:";"";"";"";"";"";"";"";"";"";"4719";"";"4719";"3900";"4719";"0";"4719";"0";""
"390";"2024-068";"LOG0005126";"UAB Transtira Logistics";;"UAB Transtira Logistics";"2024-02-09";"45";"2024-03-25";" ";"850";"EUR";"850";"850";"850";"0";"850";"0";"850 EUR 2024-04-02 "
"391";"2024-405";"LOG0005452";;;"UAB Transtira Logistics";"2024-07-04";"45";"2024-08-18";" ";"181,5";"EUR";"181,5";"150";"181,5";"0";"181,5";"0";"181.5 EUR 2024-08-27 "
"392";"2024-118";"LOG0005175";;;"UAB Transtira Logistics";"2024-02-28";"45";"2024-04-13";" ";"205,7";"EUR";"205,7";"170";"205,7";"0";"205,7";"0";"205.7 EUR 2024-04-16 "
"393";"2024-020";"LOG0005079";;;"UAB Transtira Logistics";"2024-01-17";"45";"2024-03-02";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-03-05 "
"394";"2024-296";"LOG0005353";;;"UAB Transtira Logistics";"2024-05-23";"45";"2024-07-07";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-07-09 "
"VISO:";"";"";"";"";"";"";"";"";"";"1842.2";"";"1842.2";"1670";"1842.2";"0";"1842.2";"0";""
"395";"2024-116";"LOG0005173";"UAB Skyriv";;"UAB Skyriv";"2024-02-28";"45";"2024-04-13";" ";"762,3";"EUR";"762,3";"630";"762,3";"0";"762,3";"0";"762.3 EUR 2024-05-23 "
"396";"2024-087";"LOG0005145";"UAB Laudeka";;"UAB Laudeka";"2024-02-15";"30";"2024-03-16";" ";"447,7";"EUR";"447,7";"370";"447,7";"0";"447,7";"0";"447.7 EUR 2024-03-14 "
"397";"2024-404";"LOG0005451";;;"UAB Laudeka";"2024-07-04";"30";"2024-08-03";" ";"399,3";"EUR";"399,3";"330";"399,3";"0";"399,3";"0";"399.3 EUR 2024-07-19 "
"398";"2024-559";"LOG0005598";;;"UAB Laudeka";"2024-09-16";"30";"2024-10-16";" ";"387,2";"EUR";"387,2";"320";"387,2";"0";"387,2";"0";"387.2 EUR 2024-10-07 "
"399";"2024-645";"LOG0005687";;;"UAB Laudeka";"2024-10-18";"30";"2024-11-17";" ";"665,5";"EUR";"665,5";"550";"665,5";"0";"665,5";"0";"665.5 EUR 2024-11-11 "
"400";"2024-709";"LOG0005754";;;"UAB Laudeka";"2024-11-15";"30";"2024-12-15";" ";"1270,5";"EUR";"1270,5";"1050";"1270,5";"0";"1270,5";"0";"1270.5 EUR 2024-12-13 "
"VISO:";"";"";"";"";"";"";"";"";"";"3170.2";"";"3170.2";"2620";"3170.2";"0";"3170.2";"0";""
"401";"2024-211";"LOG0005266";"UAB Logarta";;"UAB Logarta";"2024-03-29";"45";"2024-05-13";" ";"508,2";"EUR";"508,2";"420";"508,2";"0";"508,2";"0";"508.2 EUR 2024-06-17 "
"402";"2024-720";"LOG0005764";;;"UAB Logarta";"2024-11-19";"45";"2025-01-03";" ";"568,7";"EUR";"568,7";"470";"568,7";"0";"568,7";"0";"568.7 EUR 2025-01-24 "
"403";"2024-295";"LOG0005352";;;"UAB Logarta";"2024-05-23";"45";"2024-07-07";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-08-02 "
"404";"2024-454";"LOG0005498";;;"UAB Logarta";"2024-07-24";"45";"2024-09-07";" ";"290,4";"EUR";"290,4";"240";"290,4";"0";"290,4";"0";"290.4 EUR 2024-11-07 "
"VISO:";"";"";"";"";"";"";"";"";"";"1609.3";"";"1609.3";"1330";"1609.3";"0";"1609.3";"0";""
"405";"2024-477";"LOG0005520";"UAB Transtina";;"UAB Transtina";"2024-07-31";"30";"2024-08-30";" ";"145,2";"EUR";"145,2";"120";"145,2";"0";"145,2";"0";"145.2 EUR 2024-08-21 "
"406";"2024-755";"LOG0005801";"UAB Tranzito paslaugø cen..";;"UAB Tranzito paslaugø centras";"2024-12-06";"30";"2025-01-05";" ";"400";"EUR";"400";"400";"400";"0";"400";"0";"400 EUR 2025-01-16 "
"407";"2024-614";"LOG0005658";;;"UAB Tranzito paslaugø centras";"2024-09-30";"30";"2024-10-30";" ";"700";"EUR";"700";"700";"700";"0";"700";"0";"700 EUR 2024-11-13 "
"VISO:";"";"";"";"";"";"";"";"";"";"1100";"";"1100";"1100";"1100";"0";"1100";"0";""
"408";"2025-037";"LOG0005856";"UAB Barcini";;"UAB Barcini";"2025-03-17";"15";"2025-04-01";" ";"145,2";"EUR";"145,2";"120";"145,2";"0";"145,2";"0";"145.2 EUR 2025-05-14 "
"409";"2025-0262025-033";"LOG0005848";;;"UAB BarciniUAB Barcini";"2025-02-28";"15";"2025-03-15";" ";"387,2";"EUR";"387,2";"320";"387,2";"0";"387,2";"0";"387.2 EUR 2025-04-24 "
"410";"2025-066";"LOG0005872";;;"UAB Barcini";"2025-03-31";"15";"2025-04-15";" ";"254,1";"EUR";"254,1";"210";"254,1";"0";"254,1";"0";"254.1 EUR 2025-06-26 "
"VISO:";"";"";"";"";"";"";"";"";"";"786.5";"";"786.5";"650";"786.5";"0";"786.5";"0";""
"411";"2025-065";"LOG0005874";"VH Produktions GmbH";;"VH Produktions GmbH";"2025-04-28";"15";"2025-05-13";" ";"370";"EUR";"370";"370";"370";"0";"370";"0";"370 EUR 2025-06-01 "
"412";"2024-214";"LOG0005316";;;"VH Produktions GmbH";"2024-04-30";"15";"2024-05-15";" ";"250";"EUR";"250";"250";"250";"0";"250";"0";"250 EUR 2024-05-20 "
"413";"2025-001";"LOG0005827";;;"VH Produktions GmbH";"2025-01-27";"15";"2025-02-11";" ";"350";"EUR";"350";"350";"350";"0";"350";"0";"350 EUR 2025-02-13 "
"414";"2024-146";"LOG0005315";;;"VH Produktions GmbH";"2024-04-30";"15";"2024-05-15";" ";"850";"EUR";"850";"850";"850";"0";"850";"0";"850 EUR 2024-05-20 "
"415";"2024-486";"LOG0005635";;;"VH Produktions GmbH";"2024-09-25";"15";"2024-10-10";" ";"600";"EUR";"600";"600";"600";"0";"600";"0";"600 EUR 2024-10-03 "
"VISO:";"";"";"";"";"";"";"";"";"";"2420";"";"2420";"2420";"2420";"0";"2420";"0";""
"416";"2024-196";"LOG0005254";"UAB Hitransa";;"UAB Hitransa";"2024-03-29";"45";"2024-05-13";" ";"1573";"EUR";"1573";"1300";"1573";"0";"1573";"0";"1573 EUR 2024-05-17 "
"417";"2024-696";"LOG0005738";;;"UAB Hitransa";"2024-11-11";"45";"2024-12-26";" ";"145,2";"EUR";"145,2";"120";"145,2";"0";"145,2";"0";"145.2 EUR 2024-12-12 "
"418";"2024-137";"LOG0005194";;;"UAB Hitransa";"2024-03-06";"45";"2024-04-20";" ";"786,5";"EUR";"786,5";"650";"786,5";"0";"786,5";"0";"786.5 EUR 2024-04-15 "
"419";"2024-648";"LOG0005690";;;"UAB Hitransa";"2024-10-18";"45";"2024-12-02";" ";"786,5";"EUR";"786,5";"650";"786,5";"0";"786,5";"0";"786.5 EUR 2024-12-04 "
"VISO:";"";"";"";"";"";"";"";"";"";"3291.2";"";"3291.2";"2720";"3291.2";"0";"3291.2";"0";""
"420";"2024-468";"LOG0005511";"MSK Transportas, UAB";;"MSK Transportas, UAB";"2024-07-31";"45";"2024-09-14";" ";"847";"EUR";"847";"700";"847";"0";"847";"0";"847 EUR 2024-09-28 "
"421";"2024-558";"LOG0005597";"UAB Lacusta";;"UAB Lacusta";"2024-09-16";"30";"2024-10-16";" ";"400";"EUR";"400";"400";"400";"0";"400";"0";"400 EUR 2024-11-14 "
"422";"2024-218";"LOG0005281";"UAB Voris";;"UAB Voris";"2024-04-15";"30";"2024-05-15";" ";"302,5";"EUR";"302,5";"250";"302,5";"0";"302,5";"0";"302.5 EUR 2024-04-17 "
"423";"2024-064";"LOG0005120";"UAB Linëja transport";;"UAB Linëja transport";"2024-02-05";"30";"2024-03-06";" ";"314,6";"EUR";"314,6";"260";"314,6";"0";"314,6";"0";"314.6 EUR 2024-03-04 "
"424";"2024-582";"LOG0005618";;;"UAB Linëja transport";"2024-09-23";"30";"2024-10-23";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-10-21 "
"425";"2024-269";"LOG0005327";;;"UAB Linëja transport";"2024-05-06";"30";"2024-06-05";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-06-12 "
"426";"2024-231";"LOG0005287";;;"UAB Linëja transport";"2024-04-15";"30";"2024-05-15";" ";"375,1";"EUR";"375,1";"310";"375,1";"0";"375,1";"0";"375.1 EUR 2024-05-13 "
"427";"2024-023";"LOG0005082";;;"UAB Linëja transport";"2024-01-17";"30";"2024-02-16";" ";"326,7";"EUR";"326,7";"270";"326,7";"0";"326,7";"0";"326.7 EUR 2024-02-15 "
"VISO:";"";"";"";"";"";"";"";"";"";"1621.4";"";"1621.4";"1340";"1621.4";"0";"1621.4";"0";""
"428";"2024-512";"LOG0005555";"UAB Trans Solutions";;"UAB Trans Solutions";"2024-08-28";"30";"2024-09-27";" ";"70";"EUR";"70";"70";"70";"0";"70";"0";"70 EUR 2024-09-27 "
"429";"2024-606";"LOG0005651";;;"UAB Trans Solutions";"2024-09-30";"30";"2024-10-30";" ";"650";"EUR";"650";"650";"650";"0";"650";"0";"650 EUR 2024-11-11 "
"430";"2025-003";"LOG0005829";;;"UAB Trans Solutions";"2025-01-27";"30";"2025-02-26";" ";"800";"EUR";"800";"800";"800";"0";"800";"0";"800 EUR 2025-02-28 "
"431";"2024-552";"LOG0005591";;;"UAB Trans Solutions";"2024-09-11";"30";"2024-10-11";" ";"400";"EUR";"400";"400";"400";"0";"400";"0";"400 EUR 2024-10-11 "
"432";"2024-516";"LOG0005559";;;"UAB Trans Solutions";"2024-08-30";"30";"2024-09-29";" ";"1400";"EUR";"1400";"1400";"1400";"0";"1400";"0";"1400 EUR 2024-09-27 "
"433";"2024-417";"LOG0005463";;;"UAB Trans Solutions";"2024-07-15";"30";"2024-08-14";" ";"800";"EUR";"800";"800";"800";"0";"800";"0";"800 EUR 2024-08-12 "
"434";"2024-515";"LOG0005558";;;"UAB Trans Solutions";"2024-08-30";"30";"2024-09-29";" ";"520";"EUR";"520";"520";"520";"0";"520";"0";"520 EUR 2024-09-27 "
"435";"2025-046";"LOG0005864";;;"UAB Trans Solutions";"2025-03-27";"30";"2025-04-26";" ";"620";"EUR";"620";"620";"620";"0";"620";"0";"620 EUR 2025-04-25 "
"VISO:";"";"";"";"";"";"";"";"";"";"5260";"";"5260";"5260";"5260";"0";"5260";"0";""
"436";"2024-721";"LOG0005765";"UAB Blunitrans";;"UAB Blunitrans";"2024-11-19";"30";"2024-12-19";" ";"605";"EUR";"605";"500";"605";"0";"605";"0";"605 EUR 2024-12-23 "
"437";"2024-285";"LOG0005342";;;"UAB Blunitrans";"2024-05-15";"30";"2024-06-14";" ";"930";"EUR";"930";"930";"930";"0";"930";"0";"930 EUR 2024-06-21 "
"438";"2024-463";"LOG0005507";;;"UAB Blunitrans";"2024-07-24";"30";"2024-08-23";" ";"170";"EUR";"170";"170";"170";"0";"170";"0";"170 EUR 2024-08-29 "
"439";"2024-494";"LOG0005539";;;"UAB Blunitrans";"2024-08-09";"30";"2024-09-08";" ";"200";"EUR";"200";"200";"200";"0";"200";"0";"200 EUR 2024-08-29 "
"440";"2024-493";"LOG0005538";;;"UAB Blunitrans";"2024-08-09";"30";"2024-09-08";" ";"920";"EUR";"920";"920";"920";"0";"920";"0";"920 EUR 2024-08-29 "
"VISO:";"";"";"";"";"";"";"";"";"";"2825";"";"2825";"2720";"2825";"0";"2825";"0";""
"441";"2024-294";"LOG0005351";"UAB ZR Transport";;"UAB ZR Transport";"2024-05-23";"20";"2024-06-12";" ";"302,5";"EUR";"302,5";"250";"302,5";"0";"302,5";"0";"302.5 EUR 2024-05-27 "
"442";"2024-258";"LOG0005312";"UAB Transimeksa";;"UAB Transimeksa";"2024-04-30";"30";"2024-05-30";" ";"1875,5";"EUR";"1875,5";"1550";"1875,5";"0";"1875,5";"0";"1875.5 EUR 2024-05-31 "
"443";"2024-595";"LOG0005630";;;"UAB Transimeksa";"2024-09-24";"30";"2024-10-24";" ";"1197,9";"EUR";"1197,9";"990";"1197,9";"0";"1197,9";"0";"1197.9 EUR 2024-10-25 "
"VISO:";"";"";"";"";"";"";"";"";"";"3073.4";"";"3073.4";"2540";"3073.4";"0";"3073.4";"0";""
"444";"2024-731";"LOG0005772";"UAB Nunner Logistics";;"UAB Nunner Logistics";"2024-11-27";"45";"2025-01-11";" ";"629,2";"EUR";"629,2";"520";"629,2";"0";"629,2";"0";"629.2 EUR 2025-01-15 "
"445";"2024-524";"LOG0005567";;;"UAB Nunner Logistics";"2024-08-30";"45";"2024-10-14";" ";"1210";"EUR";"1210";"1000";"1210";"0";"1210";"0";"1210 EUR 2024-10-17 "
"446";"2024-019";"LOG0005078";;;"UAB Nunner Logistics";"2024-01-17";"45";"2024-03-02";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-02-29 "
"447";"2024-314";"LOG0005371";;;"UAB Nunner Logistics";"2024-05-31";"45";"2024-07-15";" ";"1028,5";"EUR";"1028,5";"850";"1028,5";"0";"1028,5";"0";"1028.5 EUR 2024-07-19 "
"VISO:";"";"";"";"";"";"";"";"";"";"3230.7";"";"3230.7";"2670";"3230.7";"0";"3230.7";"0";""
"448";"2024-330";"LOG0005386";"UAB Hellmann Worldwide Lo..";;"UAB Hellmann Worldwide Logistics";"2024-06-07";"60";"2024-08-06";" ";"302,5";"EUR";"302,5";"250";"302,5";"0";"302,5";"0";"302.5 EUR 2024-07-26 "
"449";"2024-307";"LOG0005364";;;"UAB Hellmann Worldwide Logistics";"2024-05-23";"60";"2024-07-22";" ";"314,6";"EUR";"314,6";"260";"314,6";"0";"314,6";"0";"314.6 EUR 2024-07-24 "
"450";"2024-474";"LOG0005517";;;"UAB Hellmann Worldwide Logistics";"2024-07-31";"60";"2024-09-29";" ";"302,5";"EUR";"302,5";"250";"302,5";"0";"302,5";"0";"302.5 EUR 2024-09-30 "
"VISO:";"";"";"";"";"";"";"";"";"";"919.6";"";"919.6";"760";"919.6";"0";"919.6";"0";""
"451";"2024-029";"LOG0005088";"UAB Ravaiga";;"UAB Ravaiga";"2024-01-18";"30";"2024-02-17";" ";"272,25";"EUR";"272,25";"225";"272,25";"0";"272,25";"0";"272.25 EUR 2024-02-14 "
"452";"2024-432";"LOG0005478";;;"UAB Ravaiga";"2024-07-15";"30";"2024-08-14";" ";"350,9";"EUR";"350,9";"290";"350,9";"0";"350,9";"0";"350.9 EUR 2024-08-13 "
"453";"2024-043";"LOG0005099";;;"UAB Ravaiga";"2024-01-29";"30";"2024-02-28";" ";"266,2";"EUR";"266,2";"220";"266,2";"0";"266,2";"0";"266.2 EUR 2024-02-27 "
"454";"2024-193";"LOG0005246";;;"UAB Ravaiga";"2024-03-21";"30";"2024-04-20";" ";"350,9";"EUR";"350,9";"290";"350,9";"0";"350,9";"0";"350.9 EUR 2024-04-19 "
"455";"2024-667";"LOG0005704";;;"UAB Ravaiga";"2024-10-31";"30";"2024-11-30";" ";"314,6";"EUR";"314,6";"260";"314,6";"0";"314,6";"0";"314.6 EUR 2024-11-26 "
"456";"2024-184";"LOG0005242";;;"UAB Ravaiga";"2024-03-21";"30";"2024-04-20";" ";"278,3";"EUR";"278,3";"230";"278,3";"0";"278,3";"0";"278.3 EUR 2024-04-19 "
"VISO:";"";"";"";"";"";"";"";"";"";"1833.15";"";"1833.15";"1515";"1833.15";"0";"1833.15";"0";""
"457";"2024-243";"LOG0005311";"Lakkbar AS";;"Lakkbar AS";"2024-04-26";"10";"2024-05-06";" ";"1600";"EUR";"1600";"1600";"1600";"0";"1600";"0";"1600 EUR 2024-05-02 "
"458";"2025-064";"LOG0005867";;;"Lakkbar AS";"2025-03-28";"10";"2025-04-07";" ";"450";"EUR";"450";"450";"450";"0";"450";"0";"450 EUR 2025-04-07 "
"459";"2024-237";"LOG0005297";;;"Lakkbar AS";"2024-04-19";"10";"2024-04-29";" ";"1550";"EUR";"1550";"1550";"1550";"0";"1550";"0";"1550 EUR 2024-05-02 "
"460";"2025-105";"LOG0005896";;;"Lakkbar AS";"2025-06-25";"10";"2025-07-05";" ";"1650";"EUR";"1650";"1650";"1650";"0";"1650";"0";"1650 EUR 2025-07-11 "
"461";"2024-376";"LOG0005435";;;"Lakkbar AS";"2024-06-27";"10";"2024-07-07";" ";"1550";"EUR";"1550";"1550";"1550";"0";"1550";"0";"1550 EUR 2024-07-05 "
"462";"2024-375";"LOG0005422";;;"Lakkbar AS";"2024-06-20";"10";"2024-06-30";" ";"1850";"EUR";"1850";"1850";"1850";"0";"1850";"0";"1850 EUR 2024-07-30 "
"VISO:";"";"";"";"";"";"";"";"";"";"8650";"";"8650";"8650";"8650";"0";"8650";"0";""
"463";"2024-518";"LOG0005561";"UAB Baseta";;"UAB Baseta";"2024-08-30";"45";"2024-10-14";" ";"325";"EUR";"325";"325";"325";"0";"325";"0";"325 EUR 2024-11-07 "
"464";"2024-596";"LOG0005631";;;"UAB Baseta";"2024-09-24";"45";"2024-11-08";" ";"605";"EUR";"605";"500";"605";"0";"605";"0";"605 EUR 2024-12-05 "
"465";"2024-707";"LOG0005752";;;"UAB Baseta";"2024-11-15";"45";"2024-12-30";" ";"350,9";"EUR";"350,9";"290";"350,9";"0";"350,9";"0";"350.9 EUR 2025-01-29 "
"466";"2024-304";"LOG0005361";;;"UAB Baseta";"2024-05-23";"45";"2024-07-07";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-07-22 "
"VISO:";"";"";"";"";"";"";"";"";"";"1643.9";"";"1643.9";"1415";"1643.9";"0";"1643.9";"0";""
"467";"2024-084";"LOG0005142";"UAB Transport Amadeus";;"UAB Transport Amadeus";"2024-02-14";"30";"2024-03-15";" ";"157,3";"EUR";"157,3";"130";"157,3";"0";"157,3";"0";"157.3 EUR 2024-02-15 "
"468";"2025-031";"LOG0005851";"UAB Agidas";;"UAB Agidas";"2025-02-28";"45";"2025-04-14";" ";"393,25";"EUR";"393,25";"325";"393,25";"0";"393,25";"0";"393.25 EUR 2025-04-15 "
"469";"2024-288";"LOG0005345";;;"UAB Agidas";"2024-05-15";"45";"2024-06-29";" ";"145,2";"EUR";"145,2";"120";"145,2";"0";"145,2";"0";"145.2 EUR 2024-06-25 "
"470";"2024-393";"LOG0005441";;;"UAB Agidas";"2024-06-28";"45";"2024-08-12";" ";"278,3";"EUR";"278,3";"230";"278,3";"0";"278,3";"0";"278.3 EUR 2024-08-12 "
"VISO:";"";"";"";"";"";"";"";"";"";"816.75";"";"816.75";"675";"816.75";"0";"816.75";"0";""
"471";"2024-167";"LOG0005231";"UAB Bevita";;"UAB Bevita";"2024-03-21";"35";"2024-04-25";" ";"847";"EUR";"847";"700";"847";"0";"847";"0";"847 EUR 2024-05-03 "
"472";"2024-770";"LOG0005814";"SIA Rix";;"SIA Rix";"2024-12-16";"30";"2025-01-15";" ";"200";"EUR";"200";"200";"200";"0";"200";"0";"200 EUR 2025-01-20 "
"473";"2024-626";"LOG0005665";;;"SIA Rix";"2024-10-10";"30";"2024-11-09";" ";"700";"EUR";"700";"700";"700";"0";"700";"0";"700 EUR 2024-10-29 "
"VISO:";"";"";"";"";"";"";"";"";"";"900";"";"900";"900";"900";"0";"900";"0";""
"474";"2024-038";"LOG0005094";"UAB Gordon Logistics";;"UAB Gordon Logistics";"2024-01-25";"45";"2024-03-10";" ";"375,1";"EUR";"375,1";"310";"375,1";"0";"375,1";"0";"375.1 EUR 2024-03-08 "
"475";"2024-646";"LOG0005688";;;"UAB Gordon Logistics";"2024-10-18";"45";"2024-12-02";" ";"326,7";"EUR";"326,7";"270";"326,7";"0";"326,7";"0";"326.7 EUR 2024-12-06 "
"VISO:";"";"";"";"";"";"";"";"";"";"701.8";"";"701.8";"580";"701.8";"0";"701.8";"0";""
"476";"2024-299";"LOG0005356";"UAB Deimtransa";;"UAB Deimtransa";"2024-05-23";"45";"2024-07-07";" ";"701,8";"EUR";"701,8";"580";"701,8";"0";"701,8";"0";"701.8 EUR 2024-08-12 "
"477";"2024-677";"LOG0005714";;;"UAB Deimtransa";"2024-10-31";"45";"2024-12-15";" ";"266,2";"EUR";"266,2";"220";"266,2";"0";"266,2";"0";"266.2 EUR 2024-12-23 "
"478";"2024-119";"LOG0005176";;;"UAB Deimtransa";"2024-02-28";"45";"2024-04-13";" ";"907,5";"EUR";"907,5";"750";"907,5";"0";"907,5";"0";"907.5 EUR 2024-05-14 "
"479";"2024-152";"LOG0005208";;;"UAB Deimtransa";"2024-03-14";"45";"2024-04-28";" ";"544,5";"EUR";"544,5";"450";"544,5";"0";"544,5";"0";"544.5 EUR 2024-05-13 "
"480";"2024-500";"LOG0005545";;;"UAB Deimtransa";"2024-08-19";"45";"2024-10-03";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-11-08 "
"481";"2024-059";"LOG0005115";;;"UAB Deimtransa";"2024-02-05";"45";"2024-03-21";" ";"217,8";"EUR";"217,8";"180";"217,8";"0";"217,8";"0";"217.8 EUR 2024-04-02 "
"482";"2024-254";"LOG0005307";;;"UAB Deimtransa";"2024-04-26";"45";"2024-06-10";" ";"968";"EUR";"968";"800";"968";"0";"968";"0";"968 EUR 2024-07-05 "
"483";"2024-267";"LOG0005325";;;"UAB Deimtransa";"2024-05-06";"45";"2024-06-20";" ";"1149,5";"EUR";"1149,5";"950";"1149,5";"0";"1149,5";"0";"1149.5 EUR 2024-07-18 "
"VISO:";"";"";"";"";"";"";"";"";"";"5118.3";"";"5118.3";"4230";"5118.3";"0";"5118.3";"0";""
"484";"2025-1212025-126";"LOG0005911";"UAB Ergolain baldai";;"UAB Ergolain baldaiUAB Ergolain projektai";"2025-07-31";"10";"2025-08-10";"95d.";"907,5";"EUR";"907,5";"750";;"907,5";;"907,5";
"485";"2024-324";"LOG0005380";"UAB DIALOG.LT";;"UAB DIALOG.LT";"2024-06-07";"30";"2024-07-07";" ";"70";"EUR";"70";"70";"70";"0";"70";"0";"70 EUR 2024-06-11 "
"486";"2024-460";"LOG0005504";"Algio Petkevièiaus ámonë..";;"Algio Petkevièiaus ámonë";"2024-07-24";"3";"2024-07-27";" ";"350,9";"EUR";"350,9";"290";"350,9";"0";"350,9";"0";"350.9 EUR 2024-08-02 "
"487";"2024-574";"LOG0005612";;;"Algio Petkevièiaus ámonë";"2024-09-19";"3";"2024-09-22";" ";"423,5";"EUR";"423,5";"350";"423,5";"0";"423,5";"0";"423.5 EUR 2024-10-01 "
"488";"2024-091";"LOG0005149";;;"Algio Petkevièiaus ámonë";"2024-02-15";"3";"2024-02-18";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-03-01 "
"489";"2024-651";"LOG0005693";;;"Algio Petkevièiaus ámonë";"2024-10-18";"3";"2024-10-21";" ";"266,2";"EUR";"266,2";"220";"266,2";"0";"266,2";"0";"266.2 EUR 2024-11-20 "
"490";"2024-705";"LOG0005750";;;"Algio Petkevièiaus ámonë";"2024-11-15";"3";"2024-11-18";" ";"326,7";"EUR";"326,7";"270";"326,7";"0";"326,7";"0";"326.7 EUR 2024-12-09 "
"491";"2024-047";"LOG0005103";;;"Algio Petkevièiaus ámonë";"2024-01-29";"3";"2024-02-01";" ";"326,7";"EUR";"326,7";"270";"326,7";"0";"326,7";"0";"326.7 EUR 2024-01-30 "
"492";"2024-219";"LOG0005282";;;"Algio Petkevièiaus ámonë";"2024-04-15";"3";"2024-04-18";" ";"326,7";"EUR";"326,7";"270";"326,7";"0";"326,7";"0";"326.7 EUR 2024-04-15 "
"493";"2024-172";"LOG0005236";;;"Algio Petkevièiaus ámonë";"2024-03-21";"3";"2024-03-24";" ";"338,8";"EUR";"338,8";"280";"338,8";"0";"338,8";"0";"338.8 EUR 2024-03-27 "
"VISO:";"";"";"";"";"";"";"";"";"";"2722.5";"";"2722.5";"2250";"2722.5";"0";"2722.5";"0";""
"494";"2024-715";"LOG0005760";"UAB T &amp; L Solutions";;"UAB T &amp; L Solutions";"2024-11-15";"30";"2024-12-15";" ";"895,4";"EUR";"895,4";"740";"895,4";"0";"895,4";"0";"895.4 EUR 2024-12-03 "
"495";"2024-312";"LOG0005369";;;"UAB T &amp; L Solutions";"2024-05-31";"30";"2024-06-30";" ";"641,3";"EUR";"641,3";"530";"641,3";"0";"641,3";"0";"641.3 EUR 2024-06-17 "
"496";"2024-170";"LOG0005234";;;"UAB T &amp; L Solutions";"2024-03-21";"30";"2024-04-20";" ";"641,3";"EUR";"641,3";"530";"641,3";"0";"641,3";"0";"641.3 EUR 2024-06-17 "
